,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
1841,끌리다/Verb,141,73,68,0.0008114176466665184,0.0007552702312459737,0.5177304964539007
1842,♥♥/Foreign,140,140,0,0.001556143431963186,0.0,1.0
1843,숨기다/Verb,140,114,26,0.0012671453660271657,0.00028877979429993113,0.8142857142857143
1844,세월/Noun,140,105,35,0.0011671075739723895,0.00038874203078836884,0.75
1845,캐리/Noun,140,104,36,0.001155992263744081,0.0003998489459537508,0.7428571428571429
1846,변화/Noun,140,91,49,0.001011493230776071,0.0005442388431037163,0.65
1847,빨다/Verb,140,54,86,0.0006002267523286575,0.0009551947042228491,0.6142857142857143
1848,으로써/Josa,140,83,57,0.0009225707489496032,0.0006330941644267721,0.5928571428571429
1849,코난/Noun,140,82,58,0.0009114554387212947,0.0006442010795921541,0.5857142857142857
1850,이상은/Noun,140,67,73,0.0007447257852966677,0.0008108048070728836,0.5214285714285715
1851,등등/Noun,140,68,72,0.0007558410955249761,0.0007996978919075016,0.5142857142857142
1852,일품/Noun,139,126,13,0.0014005290887668675,0.00014438989714996557,0.9064748201438849
1853,젠장/Noun,139,22,117,0.00024453682502278637,0.0012995090743496902,0.841726618705036
1854,기회/Noun,139,106,33,0.001178222884200698,0.0003665282004576049,0.762589928057554
1855,카리스마/Noun,139,105,34,0.0011671075739723895,0.00037763511562298685,0.7553956834532374
1856,남아/Noun,139,97,42,0.0010781850921459217,0.0004664904369460426,0.697841726618705
1857,깎다/Verb,139,61,78,0.0006780339239268168,0.0008663393828997934,0.5611510791366906
1858,아/Noun,138,27,111,0.00030011337616432876,0.0012328675833573983,0.8043478260869565
1859,칼/Noun,138,41,97,0.00045572771936064734,0.0010773707710420508,0.7028985507246377
1860,신경/Noun,138,42,96,0.00046684302958895584,0.0010662638558766688,0.6956521739130435
1861,자살/Noun,138,43,95,0.0004779583398172643,0.0010551569407112869,0.6884057971014492
1862,오빠/Noun,138,95,43,0.0010559544716893048,0.00047759735211142456,0.6884057971014492
1863,맨/Modifier,138,51,87,0.0005668808216437321,0.0009663016193882312,0.6304347826086957
1864,면서/Noun,138,84,54,0.0009336860591779117,0.0005997734189306263,0.6086956521739131
1865,덜/Noun,138,57,81,0.0006335726830135829,0.0008996601283959393,0.5869565217391305
1866,시청/Noun,138,74,64,0.0008225329568948269,0.0007108425705844458,0.5362318840579711
1867,니깐/Josa,138,74,64,0.0008225329568948269,0.0007108425705844458,0.5362318840579711
1868,얼마/Noun,138,67,71,0.0007447257852966677,0.0007885909767421196,0.5144927536231884
1869,포르노/Noun,137,16,121,0.00017784496365293555,0.001343936735011218,0.8832116788321168
1870,C/Alpha,137,16,121,0.00017784496365293555,0.001343936735011218,0.8832116788321168
1871,응원/Noun,137,116,21,0.0012893759864837828,0.0002332452184730213,0.8467153284671532
1872,겨/Noun,137,26,111,0.00028899806593602026,0.0012328675833573983,0.8102189781021898
1873,압권/Noun,137,111,26,0.0012337994353422404,0.00028877979429993113,0.8102189781021898
1874,다양하다/Adjective,137,99,38,0.0011004157126025388,0.00042206277628451476,0.7226277372262774
1875,모으다/Verb,137,39,98,0.0004334970989040304,0.0010884776862074327,0.7153284671532847
1876,형사/Noun,137,43,94,0.0004779583398172643,0.001044050025545905,0.6861313868613139
1877,만해/Noun,137,91,46,0.001011493230776071,0.0005109180976075704,0.6642335766423357
1878,",,,,/Punctuation",137,50,87,0.0005557655114154236,0.0009663016193882312,0.635036496350365
1879,잠깐/Noun,137,52,85,0.0005779961318720405,0.0009440877890574672,0.6204379562043796
1880,매/Modifier,137,82,55,0.0009114554387212947,0.0006108803340960082,0.5985401459854015
1881,뿐이다/Adjective,137,56,81,0.0006224573727852744,0.0008996601283959393,0.5912408759124088
1882,기자/Noun,137,79,58,0.0008781095080363693,0.0006442010795921541,0.5766423357664233
1883,살아나다/Verb,137,78,59,0.0008669941978080608,0.000655307994757536,0.5693430656934306
1884,?!/Punctuation,137,64,73,0.0007113798546117422,0.0008108048070728836,0.5328467153284672
1885,특이하다/Adjective,137,69,68,0.0007669564057532845,0.0007552702312459737,0.5036496350364964
1886,시시하다/Adjective,136,23,113,0.00025565213525109487,0.0012550814136881622,0.8308823529411765
1887,세번/Noun,136,110,26,0.001222684125113932,0.00028877979429993113,0.8088235294117647
1888,냥/Josa,136,31,105,0.00034457461707756266,0.0011662260923651065,0.7720588235294118
1889,만에/Josa,136,101,35,0.0011226463330591557,0.00038874203078836884,0.7426470588235294
1890,내면/Noun,136,99,37,0.0011004157126025388,0.00041095586111913277,0.7279411764705882
1891,성격/Noun,136,41,95,0.00045572771936064734,0.0010551569407112869,0.6985294117647058
1892,선물/Noun,136,95,41,0.0010559544716893048,0.00045538352178066063,0.6985294117647058
1893,동시/Noun,136,90,46,0.0010003779205477626,0.0005109180976075704,0.6617647058823529
1894,로써/Noun,136,70,66,0.000778071715981593,0.0007330564009152098,0.5147058823529411
1895,신고/Noun,136,66,70,0.0007336104750683592,0.0007774840615767377,0.5147058823529411
1896,러브/Noun,136,69,67,0.0007669564057532845,0.0007441633160805918,0.5073529411764706
1897,에로영화/Noun,135,22,113,0.00024453682502278637,0.0012550814136881622,0.837037037037037
1898,겨우/Noun,135,22,113,0.00024453682502278637,0.0012550814136881622,0.837037037037037
1899,추하다/Adjective,135,108,27,0.001200453504657315,0.0002998867094653131,0.8
1900,적임/Noun,135,96,39,0.0010670697819176133,0.0004331696914498967,0.7111111111111111
1901,만족하다/Adjective,135,93,42,0.001033723851232688,0.0004664904369460426,0.6888888888888889
1902,형제/Noun,135,91,44,0.001011493230776071,0.0004887042672768066,0.674074074074074
1903,조용하다/Adjective,135,90,45,0.0010003779205477626,0.0004998111824421885,0.6666666666666666
1904,할머니/Noun,135,87,48,0.000967031989862837,0.0005331319279383344,0.6444444444444445
1905,빈/Noun,135,57,78,0.0006335726830135829,0.0008663393828997934,0.5777777777777777
1906,고양이/Noun,135,64,71,0.0007113798546117422,0.0007885909767421196,0.5259259259259259
1907,아내/Noun,135,70,65,0.000778071715981593,0.0007219494857498279,0.5185185185185185
1908,참으로/Noun,135,69,66,0.0007669564057532845,0.0007330564009152098,0.5111111111111111
1909,가수/Noun,135,66,69,0.0007336104750683592,0.0007663771464113557,0.5111111111111111
1910,야동/Noun,134,25,109,0.0002778827557077118,0.0012106537530266344,0.8134328358208955
1911,롭고/Josa,134,108,26,0.001200453504657315,0.00028877979429993113,0.8059701492537313
1912,당/Suffix,134,44,90,0.0004890736500455727,0.000999622364884377,0.6716417910447762
1913,[/Punctuation,134,44,90,0.0004890736500455727,0.000999622364884377,0.6716417910447762
1914,스럽지/Josa,134,87,47,0.000967031989862837,0.0005220250127729525,0.6492537313432836
1915,멈추다/Verb,134,84,50,0.0009336860591779117,0.0005553457582690984,0.6268656716417911
1916,넌/Noun,134,54,80,0.0006002267523286575,0.0008885532132305574,0.5970149253731343
1917,우와/Exclamation,134,80,54,0.0008892248182646778,0.0005997734189306263,0.5970149253731343
1918,인들/Josa,134,57,77,0.0006335726830135829,0.0008552324677344115,0.5746268656716418
1919,정의/Noun,134,77,57,0.0008558788875797523,0.0006330941644267721,0.5746268656716418
1920,분명하다/Adjective,134,71,63,0.0007891870262099015,0.0006997356554190639,0.5298507462686567
1921,벗어나다/Verb,134,63,71,0.0007002645443834338,0.0007885909767421196,0.5298507462686567
1922,줄다/Verb,134,64,70,0.0007113798546117422,0.0007774840615767377,0.5223880597014925
1923,장/Noun,134,65,69,0.0007224951648400507,0.0007663771464113557,0.5149253731343284
1924,투자/Noun,133,20,113,0.00022230620456616945,0.0012550814136881622,0.849624060150376
1925,레전드/Noun,133,108,25,0.001200453504657315,0.0002776728791345492,0.8120300751879699
1926,지우다/Verb,133,30,103,0.00033345930684925416,0.0011440122620343426,0.7744360902255639
1927,고통/Noun,133,95,38,0.0010559544716893048,0.00042206277628451476,0.7142857142857143
1928,비현실적/Noun,133,41,92,0.00045572771936064734,0.0010218361952151409,0.6917293233082706
1929,욕망/Noun,133,90,43,0.0010003779205477626,0.00047759735211142456,0.6766917293233082
1930,쉬/Noun,133,90,43,0.0010003779205477626,0.00047759735211142456,0.6766917293233082
1931,방영/Noun,133,85,48,0.0009448013694062201,0.0005331319279383344,0.6390977443609023
1932,영혼/Noun,133,82,51,0.0009114554387212947,0.0005664526734344803,0.6165413533834586
1933,관점/Noun,133,77,56,0.0008558788875797523,0.0006219872492613901,0.5789473684210527
1934,온/Modifier,133,61,72,0.0006780339239268168,0.0007996978919075016,0.5413533834586466
1935,투/Noun,133,68,65,0.0007558410955249761,0.0007219494857498279,0.5112781954887218
1936,듬/Noun,133,68,65,0.0007558410955249761,0.0007219494857498279,0.5112781954887218
1937,진하다/Adjective,132,119,13,0.0013227219171687082,0.00014438989714996557,0.9015151515151515
1938,초등학교/Noun,132,99,33,0.0011004157126025388,0.0003665282004576049,0.75
1939,학년/Noun,132,96,36,0.0010670697819176133,0.0003998489459537508,0.7272727272727273
1940,로그인/Noun,132,41,91,0.00045572771936064734,0.001010729280049759,0.6893939393939394
1941,베/Noun,132,45,87,0.0005001889602738813,0.0009663016193882312,0.6590909090909091
1942,을/Foreign,132,45,87,0.0005001889602738813,0.0009663016193882312,0.6590909090909091
1943,특수/Noun,132,48,84,0.0005335348909588066,0.0009329808738920852,0.6363636363636364
1944,감안/Noun,132,51,81,0.0005668808216437321,0.0008996601283959393,0.6136363636363636
1945,21/Number,132,79,53,0.0008781095080363693,0.0005886665037652442,0.5984848484848485
1946,12/Number,132,54,78,0.0006002267523286575,0.0008663393828997934,0.5909090909090909
1947,상업/Noun,132,55,77,0.000611342062556966,0.0008552324677344115,0.5833333333333334
1948,타/Noun,132,76,56,0.0008447635773514439,0.0006219872492613901,0.5757575757575758
1949,의/Foreign,132,70,62,0.000778071715981593,0.000688628740253682,0.5303030303030303
1950,M/Alpha,131,5,126,5.557655114154236e-05,0.0013994713108381278,0.9618320610687023
1951,잠들다/Verb,131,17,114,0.00018896027388124403,0.0012661883288535441,0.8702290076335878
1952,감흥/Noun,131,19,112,0.00021119089433786097,0.0012439744985227803,0.8549618320610687
1953,붙이다/Verb,131,21,110,0.00023342151479447792,0.0012217606681920164,0.8396946564885496
1954,부럽다/Adjective,131,106,25,0.001178222884200698,0.0002776728791345492,0.8091603053435115
1955,설득/Noun,131,30,101,0.00033345930684925416,0.0011217984317035787,0.7709923664122137
1956,따로/Adverb,131,31,100,0.00034457461707756266,0.0011106915165381968,0.7633587786259542
1957,]/Punctuation,131,38,93,0.00042238178867572195,0.001032943110380523,0.7099236641221374
1958,끝내주다/Adjective,131,91,40,0.001011493230776071,0.0004442766066152787,0.6946564885496184
1959,놀랍다/Adjective,131,91,40,0.001011493230776071,0.0004442766066152787,0.6946564885496184
1960,권/Suffix,131,84,47,0.0009336860591779117,0.0005220250127729525,0.6412213740458015
1961,그건/Adverb,131,55,76,0.000611342062556966,0.0008441255525690295,0.5801526717557252
1962,채/Noun,131,59,72,0.0006558033034701999,0.0007996978919075016,0.549618320610687
1963,일이/Modifier,131,62,69,0.0006891492341551253,0.0007663771464113557,0.5267175572519084
1964,반하다/Adjective,130,112,18,0.0012449147455705488,0.0001999244729768754,0.8615384615384616
1965,점준/Noun,130,23,107,0.00025565213525109487,0.0011884399226958703,0.823076923076923
1966,인지도/Noun,130,26,104,0.00028899806593602026,0.0011551191771997245,0.8
1967,x/Alpha,130,34,96,0.00037792054776248805,0.0010662638558766688,0.7384615384615385
1968,루/Noun,130,36,94,0.000400151168219105,0.001044050025545905,0.7230769230769231
1969,기발하다/Adjective,130,92,38,0.0010226085410043795,0.00042206277628451476,0.7076923076923077
1970,최강/Noun,130,88,42,0.0009781473000911455,0.0004664904369460426,0.676923076923077
1971,주성치/Noun,130,81,49,0.0009003401284929862,0.0005442388431037163,0.6230769230769231
1972,키우다/Verb,130,60,70,0.0006669186136985083,0.0007774840615767377,0.5384615384615384
1973,배역/Noun,130,62,68,0.0006891492341551253,0.0007552702312459737,0.5230769230769231
1974,악마/Noun,130,62,68,0.0006891492341551253,0.0007552702312459737,0.5230769230769231
1975,안습/Noun,129,16,113,0.00017784496365293555,0.0012550814136881622,0.875968992248062
1976,우려/Noun,129,18,111,0.0002000755841095525,0.0012328675833573983,0.8604651162790697
1977,기만/Noun,129,25,104,0.0002778827557077118,0.0011551191771997245,0.8062015503875969
1978,조작/Noun,129,25,104,0.0002778827557077118,0.0011551191771997245,0.8062015503875969
1979,고르다/Verb,129,29,100,0.0003223439966209457,0.0011106915165381968,0.7751937984496124
1980,오랫/Modifier,129,97,32,0.0010781850921459217,0.0003554212852922229,0.751937984496124
1981,스트레스/Noun,129,35,94,0.0003890358579907965,0.001044050025545905,0.7286821705426356
1982,색감/Noun,129,91,38,0.001011493230776071,0.00042206277628451476,0.7054263565891473
1983,결정/Noun,129,55,74,0.000611342062556966,0.0008219117222382655,0.5736434108527132
1984,자리/Noun,129,74,55,0.0008225329568948269,0.0006108803340960082,0.5736434108527132
1985,놀래다/Adjective,129,56,73,0.0006224573727852744,0.0008108048070728836,0.5658914728682171
1986,본적/Noun,129,70,59,0.000778071715981593,0.000655307994757536,0.5426356589147286
1987,모자라다/Verb,129,63,66,0.0007002645443834338,0.0007330564009152098,0.5116279069767442
1988,공짜/Noun,128,5,123,5.557655114154236e-05,0.001366150565341982,0.9609375
1989,18/Number,128,28,100,0.0003112286863926372,0.0011106915165381968,0.78125
1990,놀다/Verb,128,36,92,0.000400151168219105,0.0010218361952151409,0.71875
1991,아무렇다/Adjective,128,37,91,0.00041126647844741344,0.001010729280049759,0.7109375
1992,데리/Noun,128,41,87,0.00045572771936064734,0.0009663016193882312,0.6796875
1993,포인트/Noun,128,42,86,0.00046684302958895584,0.0009551947042228491,0.671875
1994,ㄱ/KoreanParticle,128,45,83,0.0005001889602738813,0.0009218739587267032,0.6484375
1995,저러다/Verb,128,45,83,0.0005001889602738813,0.0009218739587267032,0.6484375
1996,갑/Noun,128,83,45,0.0009225707489496032,0.0004998111824421885,0.6484375
1997,바다/Noun,128,75,53,0.0008336482671231354,0.0005886665037652442,0.5859375
1998,홍콩영화/Noun,128,59,69,0.0006558033034701999,0.0007663771464113557,0.5390625
1999,교육/Noun,128,61,67,0.0006780339239268168,0.0007441633160805918,0.5234375
2000,어/Noun,128,67,61,0.0007447257852966677,0.0006775218250882999,0.5234375
2001,정신병/Noun,127,21,106,0.00023342151479447792,0.0011773330075304884,0.8346456692913385
2002,깨우다/Verb,127,105,22,0.0011671075739723895,0.0002443521336384033,0.8267716535433071
2003,아예/Noun,127,26,101,0.00028899806593602026,0.0011217984317035787,0.7952755905511811
2004,여러가지/Noun,127,95,32,0.0010559544716893048,0.0003554212852922229,0.7480314960629921
2005,미가/Noun,127,94,33,0.0010448391614609964,0.0003665282004576049,0.7401574803149606
2006,넘어가다/Verb,127,40,87,0.0004446124091323389,0.0009663016193882312,0.6850393700787402
2007,김/Noun,127,52,75,0.0005779961318720405,0.0008330186374036475,0.5905511811023622
2008,풍자/Noun,127,75,52,0.0008336482671231354,0.0005775595885998623,0.5905511811023622
2009,냄새/Noun,127,55,72,0.000611342062556966,0.0007996978919075016,0.5669291338582677
2010,아래/Noun,127,57,70,0.0006335726830135829,0.0007774840615767377,0.5511811023622047
2011,저런/Modifier,127,66,61,0.0007336104750683592,0.0006775218250882999,0.5196850393700787
2012,경/Modifier,127,62,65,0.0006891492341551253,0.0007219494857498279,0.5118110236220472
2013,최초/Noun,127,65,62,0.0007224951648400507,0.000688628740253682,0.5118110236220472
2014,영국/Noun,127,63,64,0.0007002645443834338,0.0007108425705844458,0.5039370078740157
2015,틈/Noun,126,106,20,0.001178222884200698,0.00022213830330763935,0.8412698412698413
2016,;;;;/Punctuation,126,26,100,0.00028899806593602026,0.0011106915165381968,0.7936507936507936
2017,껏/Noun,126,28,98,0.0003112286863926372,0.0010884776862074327,0.7777777777777778
2018,위로/Noun,126,91,35,0.001011493230776071,0.00038874203078836884,0.7222222222222222
2019,전쟁영화/Noun,126,88,38,0.0009781473000911455,0.00042206277628451476,0.6984126984126984
2020,보고오다/Verb,126,78,48,0.0008669941978080608,0.0005331319279383344,0.6190476190476191
2021,잔/Noun,126,49,77,0.0005446502011871152,0.0008552324677344115,0.6111111111111112
2022,녀/Noun,126,51,75,0.0005668808216437321,0.0008330186374036475,0.5952380952380952
2023,약/Noun,126,52,74,0.0005779961318720405,0.0008219117222382655,0.5873015873015873
2024,관련/Noun,126,57,69,0.0006335726830135829,0.0007663771464113557,0.5476190476190477
2025,덕/Noun,126,61,65,0.0006780339239268168,0.0007219494857498279,0.5158730158730159
2026,목/Noun,126,65,61,0.0007224951648400507,0.0006775218250882999,0.5158730158730159
2027,효/Noun,125,24,101,0.0002667674454794033,0.0011217984317035787,0.808
2028,용기/Noun,125,98,27,0.0010893004023742304,0.0002998867094653131,0.784
